articleId,departmentNo
631653006,8888
631711001,3080
631744004,3610
631744007,3610
631752003,7613
631779003,5631
631848001,1444
631878001,3527
631878006,3527
631902001,3527
631902006,3527
632127003,5828
632159003,1522
632189006,7656
632189007,7656
632223001,7657
632225002,7657
632307008,1666
632307009,1666
632307011,1666
632362001,1644
632362012,1644
632451001,3527
632516001,3529
632516002,3529
632534002,3937
632654001,7656
632654002,7656
632756001,5672
632784001,4343
632803011,5858
632803012,5858
632803014,5858
632813001,5858
632817001,5858
632817002,5858
632817003,5858
632829001,1926
632982013,1636
632982021,1636
632982033,1636
632982036,1636
632982044,1636
632982054,1636
632982059,1636
633130001,1640
633130002,1640
633130012,1640
633130014,1640
633130020,1640
633130023,1640
633131001,1640
633131002,1640
633135001,1640
633135004,1640
633135006,1640
633136003,1640
633136005,1640
633136006,1640
633148015,3945
633150001,3944
633152001,3944
633152006,3944
633152007,3944
633152010,3944
633152012,3944
633152013,3944
633152027,3944
633162019,5828
633201001,1660
633208001,1686
633214001,4222
633257001,6565
633304002,7658
633377003,8316
633450004,5672
633461002,1241
633463003,1926
633750003,4313
633778001,4313
633781006,1640
633781009,1640
633781011,1640
633781012,1640
633785018,6515
633808005,1640
633808016,1640
633809001,1686
633809002,1686
633813007,3828
633825004,1510
633932001,8396
633966004,5962
633977001,5962
633977002,5962
634009003,8316
634009004,8316
634009016,8316
634009017,8316
634013002,5767
634013011,5767
634013012,5767
634013013,5767
634013014,5767
634013016,5767
634013022,5767
634015012,8316
634016029,6515
634016030,6515
634020002,8558
634021002,8316
634033002,5767
634050001,6515
634050007,6515
634050014,6515
634070005,5767
634134002,1926
634153003,1926
634249005,1515
634320006,8316
634321002,8316
634332001,1515
634333001,1515
634404008,3944
634426005,1515
634426008,1515
634426010,1515
634541003,1522
634591003,3709
634591006,3709
634608001,1641
634669003,1339
634669007,1334
634669009,1339
634704001,3929
634704002,3929
634727001,1201
634731001,3409
634744001,5262
634744010,5262
634775005,1640
634775006,1640
634789001,5262
635026001,6557
635049001,1522
635112003,4242
635150001,4242
635164001,5283
635190003,3944
635240009,3209
635276001,1920
635276002,1920
635279003,3209
635290001,1920
635382006,7668
635390002,8768
635390005,8768
635473001,1647
635561003,3945
635741001,1676
635741002,1676
635741004,1676
635789001,1676
635789007,1676
635895001,6515
635957001,1647
635957010,1647
635986001,7917
635986002,7917
636093001,1644
636094001,1644
636095003,1644
636096001,1644
636148001,1343
636172001,8310
636207001,5672
636207005,5672
636207006,5672
636207010,5672
636207011,5672
636238001,8316
636323001,1772
636323002,1772
636323003,1772
636323004,1772
636323005,1772
636323027,1772
636323034,1772
636351001,8316
636392003,1334
636407001,8316
636407003,8316
636455003,1222
636455005,1222
636455008,1222
636455009,1222
636455024,1222
636455027,1222
636455030,1222
636492003,5848
636505001,4242
636505002,4242
636586002,5883
636586004,5883
636587001,5868
636587002,5868
636587008,5868
636587012,5868
636587014,5868
636588001,5868
636608001,1666
636762001,1649
636784005,1649
636784008,1649
636785001,1642
636902003,1717
636926001,1636
636935002,1616
636935009,1616
636938001,1616
636938005,1616
636996003,8757
636996005,8757
637124001,1344
637124003,1344
637141001,1344
637141005,1344
637149002,3209
637149008,3209
637199003,7648
637255001,1676
637255010,1676
637283006,1313
637283007,1313
637283010,1313
637300001,7812
637348001,5831
637352004,7648
637367005,5262
637411002,5777
637411014,5777
637411017,5777
637515002,1626
637515003,1626
637515004,1626
637515005,1626
637515010,1626
637538005,7930
637549001,1626
637549003,1626
637549005,1626
637549011,1626
637549012,1626
637566002,1313
637566004,1313
637566006,1313
637566007,1313
637569001,1313
637643001,6526
637661001,1626
637661003,1626
637661004,1626
637667001,1626
637667002,1626
637667004,1626
637673005,1626
637673007,1626
637935001,1201
637940005,1201
638020001,1948
638204006,8718
638228001,1410
638355001,1919
638418001,1710
638418003,1710
638443002,1313
638521006,1334
638532001,3509
638533001,3509
638554001,1201
638635001,7917
638777001,4242
638874002,7658
638874004,7658
638899001,8310
638945003,1666
638945004,1666
638980001,1941
639151001,1201
639151002,1201
639192002,1222
639192009,1222
639192013,1222
639258002,1201
639270001,8756
639297001,1422
639344002,1636
639448001,3209
639448003,3209
639448011,3209
639450004,3209
639460003,8888
639496004,1547
639496005,1547
639511001,5961
639511004,5961
639525001,1338
639525003,1338
639528001,1522
639552001,1444
639573001,1522
639576002,1201
639656004,1334
639656005,1334
639672001,1522
639672002,1522
639677001,1522
639677003,1522
639677004,1522
639678002,1522
639678004,1522
639715001,4242
639836004,1626
639838008,1422
639838012,1422
639838017,1422
639845002,1344
639895003,4242
639896002,4242
639901002,6546
639976001,1201
639976002,1201
640021005,1747
640021011,1747
640021012,1747
640021018,1747
640021019,1747
640021020,1747
640021023,1747
640124001,1647
640124002,1647
640129001,1338
640134001,1647
640154007,1343
640154008,1343
640164001,1244
640174002,1647
640174005,1647
640174006,1647
640176002,1647
640176006,1647
640193004,1545
640251009,1644
640252004,1647
640291001,5858
640314002,5962
640331004,1652
640462002,1543
640476001,1338
640476002,1338
640539001,1515
640542002,4242
640542003,4242
640542005,4242
640613001,1646
640622002,5963
640622006,5963
640639005,1644
640651004,1644
640662009,1743
640664004,1743
640664005,1743
640664009,1743
640675003,1343
640716001,1444
640735003,1444
640735007,1444
640745004,1343
640745005,1343
640755001,5882
640755003,5882
640788002,8812
640807002,1244
640865002,5882
641008005,8713
641008007,8713
641009006,8713
641011003,8713
641187002,1322
641187003,1322
641187004,1322
641226003,1344
641252001,1743
641699001,1545
641760001,3209
641804002,1948
641891001,1244
641914011,1772
642051004,1641
642105001,1510
642156002,1510
642223001,1338
642224004,1640
642296002,1543
642437005,5962
642437010,1649
642437015,1649
642447001,1641
642498007,4242
642498010,4242
642498012,4242
642548002,1612
642631003,1636
642739001,1322
642895006,1773
642960002,1686
643055001,1926
643145002,3629
643200001,1545
643214002,1644
643235001,1743
643282001,8758
643502001,5878
643575001,8956
643582004,1338
643588001,3209
643588006,3209
643591006,3209
643642001,3209
643657001,1515
643833004,3929
643833006,3929
643985001,1543
644035001,6565
644288001,3090
644300001,1645
644300003,1645
644306001,1645
644379002,1648
644762004,5961
644797002,1666
645065014,1647
645065015,1647
645222002,8757
645275001,8718
645422002,6557
645423002,6557
645424001,6557
645477001,7988
645485001,6564
645486004,6564
645604001,6555
645638001,1647
645638003,1647
645754003,1414
645891001,1647
645895001,1647
645895002,1647
645895004,1647
645895005,1647
645950001,3519
645965001,8396
645965002,8396
645970001,8396
645970003,8396
645971001,8396
645971003,8396
646017002,6557
646155001,1641
646490003,1666
646490008,1666
646490010,1666
646490011,1666
646490018,1666
646490020,1666
646520001,6565
646536001,1647
646592013,1652
646608002,8917
646676002,1322
646676003,1322
646691002,4211
646811015,7616
646846002,1686
646851001,1926
647023001,4242
647082001,2950
647268005,5882
647334001,1610
647389001,1244
647423001,3709
647423003,3709
647426002,3709
647684009,7648
647684011,7648
647804001,1772
647982004,3209
648173002,1640
648209001,6526
648256002,1522
648339002,1652
648366002,4221
648414004,5848
648414022,5848
648624002,1660
648627001,1660
648738016,1660
648904002,4344
648940001,3944
649023001,4344
649038001,1338
649046002,3529
649098002,5832
649098006,5832
649251003,2032
649356001,7658
649356002,7658
649356007,7658
649397010,1313
649397012,1313
649397014,1313
649397016,1313
649414001,1201
649437001,3709
649437002,3709
649437007,3709
649439006,5828
649440012,5828
649440014,5828
649440019,5828
649440021,5828
649440029,5828
649440035,5828
649440041,5828
649440055,5828
649445004,3929
649494005,1660
649495001,1660
649510001,8812
649551015,3945
649555003,3945
649662002,4242
649671002,1710
649690002,4242
649702008,1652
649895001,1723
650104001,7932
650122001,1244
650269001,1640
650279001,1338
650279002,1338
650375001,3944
650470002,5831
650612001,3040
650672001,3527
650672002,3527
650676002,3527
650682004,1422
650701002,5252
650971004,7932
650974002,1344
650974003,1344
651003001,7812
651059001,3040
651082004,1660
651082011,1660
651091001,1722
651222001,1616
651222002,1616
651242001,1660
651272001,7648
651272004,7648
651276001,3527
651285001,1660
651334001,1660
651335001,1660
651335004,1660
651344008,7648
651346001,7648
651346003,7648
651348005,1660
651350001,1660
651350002,1660
651368001,1660
651369001,1660
651369005,1660
651445001,1743
651456005,1676
651465003,1660
651584005,1717
651591001,1222
651685002,1722
651685004,1722
651687002,1522
651724002,1616
651845002,5961
651881001,5952
651893001,1640
651898004,1640
651905005,1640
651905007,1640
651905008,1640
651912002,1640
651913002,1640
652008004,7616
652045001,3945
652060004,7616
652075001,1640
652078002,3080
652242001,1929
652356005,7987
652356009,7987
652356011,7987
652356013,7987
652356044,7987
652356065,7987
652361001,1522
652367002,1522
652367003,1522
652367004,1522
652730003,1414
652730004,1414
652731023,1414
652747001,1313
652886001,5957
652924004,1774
652924011,1774
652956001,3610
652961004,1660
653114001,1774
653145002,1774
653145007,1774
653145010,1774
653151001,2033
653188002,3937
653208001,1919
653275005,8559
653275025,8559
653409003,1241
653428001,1241
653428002,1241
653552001,3509
653553002,3509
653577001,1222
653621002,1422
653702003,1652
653716007,8559
653765002,1652
653794004,5848
653794005,5848
653924001,3948
654100005,4344
654266005,2032
654266006,2032
654383002,3710
654564001,1338
654564003,1338
654593001,4242
654610003,1909
654612001,1660
654612002,1660
654650001,3929
654653001,3929
654757001,4242
654780004,1909
655054001,1929
655091004,1941
655112002,3629
655248003,3709
655249001,3709
655256005,3709
655259004,3709
655261003,3709
655268001,6545
655287001,3828
655287002,3828
655287006,3828
655347002,8316
655347006,8316
655403002,1648
655434003,1648
655446001,1648
655580001,7648
655773004,1948
655784001,1717
655784003,1717
655784006,1717
655843001,1646
655916001,3948
655988001,5741
656017001,1643
656031001,1338
656031002,1338
656031003,1338
656048001,1510
656059004,5878
656079002,7188
656097004,8717
656213003,1338
656345002,1338
656367001,1343
656388001,1244
656388002,1244
656388003,1244
656401001,5878
656491001,5878
656491005,5878
656595001,8888
656601005,5777
656649007,8310
656677011,5777
656677019,5777
656677022,5777
656677023,5777
656677024,5777
656677026,5777
656686002,1201
656707004,1244
656719003,1722
656719005,1722
656719009,1722
656719015,1722
656763001,1723
656763005,1723
656763006,1723
656763007,1723
656868005,5832
657014004,7932
657099002,8316
657116001,8316
657159001,3040
657165001,8716
657165002,8716
657165010,8716
657165014,8716
657283002,1640
657283003,1640
657285002,1640
657287005,1338
657291005,1338
657323003,1610
657323004,1610
657415001,1522
657476001,1640
657476005,1640
657476007,1640
657476008,1640
657497004,1640
657497010,1640
657497011,1640
657497012,1640
657510001,1640
657512001,1640
657617001,5950
657661001,1939
657678002,1774
657759004,6545
657785001,3528
657795002,1610
657815001,8717
657852006,5878
657852008,5878
657852013,5878
657913001,1640
657913002,1640
657954001,1640
657955001,1244
657970001,1244
658030001,1772
658030002,1772
658030005,1772
658030006,1772
658030016,1772
658030017,1772
658030020,1772
658030027,1772
658129001,1522
658183001,8316
658223001,3209
658298001,1422
658298007,1422
658298014,1773
658329004,5828
658329018,5828
658358004,5262
658475001,7613
658475003,7613
658487003,1338
658495001,3929
658495004,3929
658589001,1644
658601004,4215
658601007,4215
658601008,4215
658847001,1338
658848004,1338
658919001,1322
659211004,3419
659280002,7618
659295001,1616
659302005,1616
659314001,7618
659388001,8757
659453002,1201
659459001,1201
659462002,1201
659531001,4020
659531002,4020
659549002,1343
659550003,1343
659559001,4321
659808003,7932
659854007,4242
659854010,4242
659854013,4242
659854016,4242
660009001,5767
660102001,1338
660308001,1747
660308002,1747
660308008,1747
660308011,1747
660308017,1747
660327001,1510
660327002,1510
660327004,1510
660367001,8316
660369005,1510
660450001,1616
660459002,1616
660497001,1636
660497005,1636
660497006,1636
660497007,1636
660497009,1636
660497010,1636
660519001,1338
660599001,1626
660599002,1626
660599003,1626
660599004,1626
660599007,1626
660599009,1626
660599012,1626
660599013,1626
660599014,1626
660599015,1626
660599016,1626
660599017,1626
660618001,1747
660623001,8716
660628002,5961
660712003,1722
660712011,1722
660712014,1722
660726001,1515
660726003,1515
660795002,1636
660927001,1645
661054004,3629
661095001,1201
661128002,4222
661147004,1616
661162001,1616
661162002,1616
661166001,1616
661166002,1616
661166005,1616
661166006,1616
661166007,1616
661300002,1676
661306001,1722
661306008,1722
661310001,1676
661399007,8316
661399008,8316
661408002,8316
661417001,8316
661435003,1772
661488006,8716
661493004,1334
661516001,4313
661610001,1710
661644004,3946
661783003,5960
661794001,1201
661799001,1201
661806001,1926
661809001,1926
661810001,1926
661867001,7932
661914001,1773
662075001,1212
662257006,1344
662264001,1717
662321001,1515
662328001,1515
662331001,3519
662344002,1515
662344005,1515
662344006,1515
662344008,1515
662344015,1515
662369014,7987
662369017,7987
662418001,1717
662476001,1244
662574001,1344
662589001,1334
662592002,1643
662592008,1643
662593001,1643
662593002,1643
662644002,1244
662658002,1244
662696003,5672
662696007,5672
662696008,5672
662722004,4313
662741001,7618
662843001,5959
662857002,1626
662857007,1626
662866002,1626
662866005,1626
662868001,1626
662868002,1626
662888001,1626
662888002,1626
662888003,1626
662888006,1626
662888007,1626
662888011,1626
662888013,1626
662909001,1626
662917001,1626
662917002,1626
662948001,1626
662948003,1626
662948004,1626
662948009,1626
662948013,1626
662980001,1626
662980003,1626
663003004,1626
663007003,1949
663007006,1949
663007007,1949
663009009,1949
663010006,2032
663016002,1626
663133001,8917
663139001,1722
663140002,1244
663176005,1244
663176006,1244
663233003,1686
663236004,1626
663282001,1773
663282003,1773
663282006,1773
663282007,1773
663312001,4090
663312002,4090
663382001,3629
663382003,3630
663396001,1515
663465004,3709
663466001,1926
663472005,1343
663477003,1948
663515004,1747
663518002,1334
663519001,1334
663519004,1334
663521001,1660
663521002,1660
663554001,5878
663568001,1414
663568006,1414
663579001,1686
663581005,8559
663588001,1626
663588002,1626
663679001,1344
663679002,1344
663695002,1338
663713001,1338
663714003,3945
663792001,1545
663825001,1522
663830007,8713
663942001,1322
663942005,1322
663944004,1322
663965001,1322
663965002,1322
663970001,1322
663986003,1322
664074001,1666
664074003,1666
664074007,1666
664074010,1666
664074021,1666
664074023,1666
664074026,1666
664074028,1666
664074030,1666
664074032,1666
664074039,1666
664074041,1666
664074059,1666
664074069,1666
664074077,1666
664074078,1666
664074079,1666
664116001,3519
664122002,1774
664122003,1774
664133001,1747
664133003,1747
664204001,1410
664209002,1747
664309001,3419
664317001,3519
664319001,1722
664319005,1722
664319008,1722
664319011,1722
664319013,1722
664319014,1722
664319015,1722
664319021,1722
664368003,1334
664377002,8956
664390002,1636
664405002,3509
664405005,3509
664405007,3509
664405014,3509
664405015,3509
664461007,1222
664485001,1322
664618001,3610
664647001,5686
664647003,5686
664647004,5686
664647030,5686
664647031,5686
664746002,1676
664776007,7648
664779009,7648
664929001,1322
664936003,1313
664949001,1522
665044006,1344
665044010,1344
665082022,4343
665089001,1636
665089002,1636
665089008,1636
665095005,1636
665182006,5950
665192001,5882
665201001,8310
665201002,8310
665212001,1626
665212002,1626
665212005,1626
665264002,3030
665270001,3030
665300003,3030
665330001,3030
665477002,1772
665477003,1772
665477011,1772
665477012,1772
665481010,1666
665481012,1666
665481013,1666
665497001,3610
665509003,1646
665538001,1920
665644003,3030
665648001,3030
665648003,3030
665652001,3030
665654001,1444
665666001,5631
665703001,1444
665703002,1444
665811001,1646
665851004,3610
665875004,1926
665963004,1338
665963008,1338
666006006,1201
666040001,1338
666046006,1338
666061001,1338
666084001,5828
666084002,5828
666143001,1338
666158001,1510
666158002,1510
666221002,1522
666223001,4242
666223002,4242
666254001,1772
666352001,1344
666352002,1344
666354001,1666
666354006,1666
666382001,1636
666382007,1636
666382014,1636
666444002,3611
666448001,1626
666448004,1626
666448005,1626
666448006,1626
666448007,1626
666508001,5777
666585001,1626
666585003,1626
666617007,3937
666656002,8396
666656004,8396
666739001,3610
667127001,1648
667146002,8310
667161001,8316
667173002,1646
667316001,3946
667316002,3946
667357002,1926
667378001,1646
667379002,1646
667379003,1646
667409012,5999
667411014,7188
667411018,7188
667411020,7188
667411023,7188
667491006,1522
667499001,1522
667499003,1522
667499004,1522
667499005,1522
667499010,1522
667499011,1522
667499013,1522
667511001,1522
667511003,1522
667769007,5833
667770002,5868
667770003,5868
667770004,5868
667772002,5741
667838002,1652
667845002,1646
667870001,1670
667924001,1919
668041001,1774
668051007,8757
668051009,8757
668153001,1636
668213001,1543
668364001,4242
668484005,1641
668537001,1201
668550001,3710
668662001,8718
668767002,1444
668956001,3710
668956002,3710
668956005,3710
668962001,3710
669091022,5833
669091028,5833
669091032,5833
669091042,5833
669105001,1241
669215001,1676
669215004,1676
669215006,1676
669260001,3509
669268001,3509
669391001,1338
669500001,1338
669501001,1338
669560001,5956
669562002,5878
669586001,5828
669605003,1636
669682002,1636
669682006,1636
669708001,1543
669713001,1636
669715001,1543
669715003,1543
669874002,1647
669874004,1647
669882001,1636
669882005,1636
669882007,1636
669893002,1644
669893003,1644
669895001,1644
669895002,1644
669895004,1644
669896001,1644
669896002,1644
669916001,1743
669950003,2032
669953003,2032
669974003,7648
669993018,8559
670061001,1660
670063002,4344
670088001,4343
670110001,1636
670279003,1338
670286012,8748
670305001,7648
670316001,4345
670334001,5828
670334004,5828
670334005,5828
670334015,5828
670334022,5828
670334023,5828
670435001,1643
670512003,7388
670634001,1510
670655001,1610
670655002,1610
670674003,7922
670674004,7922
670698001,1747
670698002,1747
670698003,1747
670698004,1747
670707002,1747
670942007,3030
670942008,3030
670943001,3030
670944001,3030
670946001,3030
671022001,1522
671077001,4090
671084001,8713
671203001,7613
671433004,1909
671453002,1646
671491001,3090
671502001,3090
671505001,3090
671505004,3090
671513003,1338
671515001,3090
671515003,3090
671553001,1646
671553003,1646
671553006,1646
671554001,3528
671599007,5832
671599011,5883
671599012,5832
671607002,3608
671612002,1338
671622001,3608
671625001,3608
671632001,3608
671640001,3608
671695001,3529
671777015,5882
671777025,5882
671783001,3944
671783004,3944
671783005,3944
671800001,1338
671809005,3629
671852003,1686
671858003,7648
671949001,3080
671985001,5883
672016003,7648
672016005,7648
672017005,7648
672017006,7648
672017007,7648
672017009,7648
672017010,7648
672032001,3409
672039002,7648
672052004,8713
672054004,7648
672096001,7648
672096003,7648
672127001,3932
672127002,1643
672127004,1643
672127007,3932
672133001,2034
672282001,4216
672287002,8917
672498005,1909
672568001,1201
672598001,1676
672613001,6525
672625002,1515
672625006,1515
672625009,1515
672748001,1647
672890001,1647
672890003,1647
672899001,1636
672904001,6564
672910001,1244
673133006,5767
673133009,5767
673144002,1647
673144003,1647
673246004,5868
673281001,5828
673349002,1717
673396002,3509
673396003,3509
673396009,3509
673396015,3509
673396017,3509
673396020,3509
673426002,5777
673502002,5878
673539004,5777
673637001,1670
673638001,3708
673638002,1646
673638003,3708
673638005,3708
673638007,3708
673643001,1666
673677001,1616
673677002,1616
673677003,1616
673677004,1646
673677010,1616
673677011,1616
673677012,1616
673718002,1334
673771003,1666
673776005,5686
673799001,1722
673799003,1722
673900001,1747
673900006,1747
673900010,1747
673900012,1747
673900013,1747
673901001,1747
673901003,1747
673901016,1747
673905002,3040
673922001,1344
673922007,1344
673930001,1344
673930002,1344
673930007,1344
674002001,3040
674007002,1344
674007005,1344
674010003,1344
674047003,3040
674077001,5878
674100001,3040
674103001,3040
674180002,5832
674180003,5832
674180004,5832
674180005,5832
674250002,1644
674310002,1909
674310004,1909
674314001,1652
674314002,1652
674336002,1640
674336008,1640
674336014,1640
674400001,1244
674448001,1640
674492002,1643
674528001,1652
674601001,1722
674606001,1444
674606002,1444
674606003,1444
674606004,1444
674606005,1444
674606021,1444
674606025,1444
674606026,1444
674606028,1444
674606042,1444
674606043,1444
674606048,1444
674606049,1444
674606051,1444
674606056,1444
674606057,1444
674649003,1909
674651002,1334
674741009,8748
674826002,5884
674830005,8713
674890001,4090
674891001,4090
674913001,1616
675027001,5961
675068001,1522
675068002,1522
675068003,1522
675068004,1522
675068005,1522
675068008,1522
675069001,1522
675069002,1522
675070002,1522
675070013,1522
675070015,1522
675070016,1522
675127004,5741
675139001,1636
675139002,1636
675203002,1522
675203009,1522
675271001,1201
675274001,1652
675281001,1422
675319002,1222
675319007,1222
675319009,1222
675359001,1515
675378001,1647
675408001,1626
675408003,1626
675424003,7648
675508002,1222
675662004,7988
675699001,1652
675827004,1322
675827005,1322
675864001,1626
675864002,1626
675952009,1626
676052003,1643
676052008,1643
676065002,1772
676117001,8718
676166008,1676
676207001,8768
676207004,8768
676207006,8768
676207009,8768
676352002,1640
676512003,1939
676512006,1939
676512008,1939
676539001,1626
676573002,1626
676573003,1626
676573004,1626
676573006,1626
676580003,1626
676582002,1626
676772003,2034
676883001,8713
676900001,1313
676900004,1313
676933005,1322
676979004,1643
676979011,1643
676990002,1610
676990003,1610
677049001,1616
677049002,1616
677076001,1543
677119001,1510
677121006,5962
677133001,1515
677172006,1547
677172008,1547
677172014,1547
677219002,1610
677300001,1648
677351003,1414
677351004,1414
677451001,1610
677478003,8396
677482002,8396
677486004,8396
677506002,4344
677515001,4344
677530001,1660
677546002,1909
677546006,1909
677561001,1522
677672001,8396
677737001,1545
677738002,3519
677741001,1647
677809001,1747
677809002,1747
677809003,1747
677809004,1747
677885004,7616
677885007,7616
677899001,1643
677930002,1643
677930003,1643
677930005,1643
677930006,1643
677930015,1643
677930016,1643
677930023,1643
677930026,1643
677930031,1643
677930037,1643
677930064,1643
677930066,1643
677930085,1643
677930086,1643
677931001,1310
677932003,1643
677967003,1338
677999001,1772
677999003,1772
678064001,1344
678065001,1676
678073001,1643
678073002,1643
678086001,1643
678086002,1643
678086003,1643
678175003,1201
678230005,1522
678248002,1338
678260002,1338
678260004,1338
678280001,5963
678280002,5963
678280015,5963
678291002,1646
678321002,7930
678321003,7930
678342001,1643
678342002,1643
678342005,1643
678342012,1643
678342015,1643
678342016,1643
678342025,1643
678342028,1643
678487003,5777
678487004,5777
678518001,1334
678518002,1334
678558001,1646
678590001,3948
678604001,1201
678624002,5828
678635001,1941
678686001,8316
678686002,8316
678687001,8316
678687010,8316
678687012,8316
678687016,8316
678688001,8316
678688003,8316
678689008,8316
678692001,8316
678692002,8316
678692006,8316
678694001,8316
678694002,8316
678696001,8316
678696003,8316
678696014,8316
678696016,8316
678697001,8316
678707001,8316
678707002,8316
678707005,8316
678712001,3509
678715001,1543
678715002,1543
678739001,1543
678789001,1444
678821001,1647
678861003,1646
678942001,1616
678942002,3708
678942011,3708
678942013,3708
678942022,3708
678942023,3708
678942026,3708
678942031,3708
678942032,3708
678942037,3708
678942039,3708
678963015,1244
678963016,1244
678965001,1244
678977001,1647
678983002,1643
678983008,1643
678987002,1543
679011003,4311
679031001,1722
679042001,1643
679139003,3709
679204001,1338
679278001,1338
679278003,1338
679278004,1338
679278005,1338
679280001,1338
679280003,1338
679284001,1338
679285006,1339
679285007,1339
679285008,1339
679285020,1338
679285022,1339
679287003,1338
679482001,1648
679494001,5848
679494004,5848
679525008,5848
679606001,1926
679629003,1652
679662001,1244
679687001,7921
679725001,3828
679725003,3929
679726003,1666
679853001,1647
679853003,1647
679853007,1647
679853008,1647
679853009,1647
679853011,1647
679853013,1647
679853014,1647
679853016,1647
679853017,1647
679853018,1647
679853020,1647
679853021,1647
679853026,1647
679853030,1647
679854001,1647
679854002,1647
679854003,1647
679854005,1647
679854007,1647
679854009,1647
679895001,1626
679902001,1929
679943001,1322
679949002,4211
680034001,8396
680036001,4345
680186002,3090
680187002,1640
680262001,8310
680262003,8310
680262004,8310
680262007,8310
680262010,8310
680262016,8310
680262018,8310
680262021,8310
680263001,8310
680263002,8310
680263003,8310
680263013,8310
680264002,8310
680264003,8310
680265002,8310
680316001,8397
680316002,8397
680318001,8397
680374001,1522
680374002,1522
680374004,1522
680389001,3409
680391001,3409
680391002,3409
680391003,3409
680391008,3409
680391013,3409
680391016,3409
680441002,5828
680441005,5828
680499002,5960
680548001,1338
680659001,1920
680712001,3529
680713001,3529
680777001,3529
680782001,1201
680790002,1201
680811002,1201
680912005,1640
680912009,1640
680912017,1640
681096001,7618
681108001,7613
681109001,7613
681156002,4242
681174001,1344
681174002,1344
681174005,1344
681174007,1344
681174016,1344
681175005,1344
681176005,1344
681176008,1344
681176012,1344
681176046,1344
681178002,1640
681178007,1640
681178008,1640
681179001,1344
681179002,1344
681179004,1344
681179011,1344
681179027,1344
681180003,1344
681180005,1344
681180008,1344
681180010,1344
681180013,1344
681180015,1344
681180031,1344
681180032,1344
681181001,1344
681181002,1344
681181016,1344
681181017,1344
681264007,7188
681274001,1313
681274002,1313
681274003,1313
681373001,1444
681373026,1444
681373027,1444
681373028,1444
681376001,1444
681381003,1444
681381007,1444
681381008,1444
681385001,1444
681385002,1444
681557001,8888
681561001,1640
681569001,1640
681569002,1640
681657001,1676
681657002,1676
681657006,1676
681657010,1676
681667004,5741
681793001,1343
681795001,3409
681805001,9985
681806001,4211
681963001,5672
682068004,1747
682236001,3944
682237004,3944
682238003,3944
682238030,3944
682242001,3944
682242002,3944
682253004,3945
682260006,3945
682261001,3945
682261002,3945
682262001,3945
682267004,3705
682291001,1244
682369002,1647
682428001,1444
682430001,1510
682509001,3529
682511002,3529
682520001,1626
682550002,1643
682550008,1643
682550010,1643
682550020,1643
682550021,1643
682581001,7020
682600001,1920
682604001,1344
682670001,1643
682670002,1643
682723001,5858
682762002,1322
682771005,3209
682783003,3209
682848003,1779
682951001,3080
682952003,1543
682953001,1344
683001001,3611
683001002,3611
683001005,3611
683001006,3611
683001009,3611
683001012,3611
683001014,3611
683001016,3611
683001017,3611
683001024,3611
683020001,1338
683020002,1338
683020003,1338
683020004,1338
683067003,1338
683123010,9989
683147002,1201
683159001,3209
683159002,3209
683162001,1641
683176001,3527
683274001,3948
683356001,1660
683356004,1660
683379001,4344
683404001,5731
683493007,1676
683596001,1344
683596002,1344
683606002,2034
683662002,1643
683662005,1643
683662006,1643
683662008,1643
683662009,1643
683662010,1643
683662017,1643
683662019,1643
683662021,1643
683864001,1244
683866001,8396
683935001,3945
683995004,1747
683995005,1747
683995006,1747
684021003,5882
684021010,5882
684021012,5882
684021019,5882
684021070,5882
684021091,5882
684021099,5882
684080001,1201
684080003,1201
684087001,1334
684087008,1334
684186005,1722
684209001,4242
684209004,4242
684209006,4242
684209012,4242
684209013,4242
684209014,4242
684209018,4242
684209019,4242
684209025,4242
684209026,4242
684209027,4242
684209038,4242
684209039,4242
684212001,4242
684238003,3944
684272001,3608
684282001,3608
684325001,1772
684340001,4242
684340002,4242
684341001,4242
684341002,4242
684588001,1522
684588007,1522
684637002,6526
684673002,1647
684686001,1772
684688001,3709
684758001,1722
684818001,5783
684819003,5783
684819004,5783
684824003,4242
684851004,1941
684889001,1510
684890001,1344
684890003,1344
684895001,1676
684908007,1244
684971001,1747
684980001,1244
684981002,1338
684992001,8397
685009001,1344
685009003,1344
685017002,5961
685017005,5961
685017007,5961
685021002,1547
685044001,1647
685044002,1647
685044005,1647
685044006,1647
685089003,1649
685089005,1649
685196002,7020
685254003,1649
685273004,1344
685276005,1941
685284002,1422
685307001,7617
685347001,1676
685347011,1676
685347013,1676
685417003,1322
685429001,1322
685429004,1322
685448001,1322
685448004,1322
685448005,1322
685468001,1676
685470002,4344
685499003,7812
685501001,7812
685529001,6555
685532002,1641
685548002,1641
685601034,9984
685602001,9984
685602002,9984
685602003,9984
685602005,9984
685602017,9984
685602028,9984
685602031,9984
685604001,9984
685604005,9984
685604012,9984
685604026,9984
685604034,9984
685604049,9984
685604054,9984
685604061,9984
685605001,9984
685605002,9984
685605003,9984
685606001,9984
685606009,9984
685616001,9984
685635001,1201
685685003,3090
685687004,3090
685689003,3090
685763001,6555
685766001,1717
685811001,5832
685811002,5832
685811003,5832
685811006,5832
685811007,5832
685811015,5832
685811022,5832
685813001,5833
685813002,5833
685813003,5833
685813004,5833
685813005,5833
685813006,5833
685813007,5833
685813008,5833
685813016,5833
685813017,5833
